# distance(nm) g(r)  # 201 frames averaged
1.666666666666666774e-03 0.000000000000000000e+00
5.000000000000000104e-03 0.000000000000000000e+00
8.333333333333333218e-03 0.000000000000000000e+00
1.166666666666666546e-02 0.000000000000000000e+00
1.499999999999999944e-02 0.000000000000000000e+00
1.833333333333333343e-02 0.000000000000000000e+00
2.166666666666666394e-02 0.000000000000000000e+00
2.499999999999999792e-02 0.000000000000000000e+00
2.833333333333333190e-02 0.000000000000000000e+00
3.166666666666666241e-02 0.000000000000000000e+00
3.499999999999999639e-02 0.000000000000000000e+00
3.833333333333333037e-02 0.000000000000000000e+00
4.166666666666666435e-02 0.000000000000000000e+00
4.499999999999999140e-02 0.000000000000000000e+00
4.833333333333333232e-02 0.000000000000000000e+00
5.166666666666665936e-02 0.000000000000000000e+00
5.499999999999999334e-02 0.000000000000000000e+00
5.833333333333332732e-02 0.000000000000000000e+00
6.166666666666666130e-02 0.000000000000000000e+00
6.499999999999998834e-02 0.000000000000000000e+00
6.833333333333332926e-02 0.000000000000000000e+00
7.166666666666665630e-02 0.000000000000000000e+00
7.499999999999998335e-02 0.000000000000000000e+00
7.833333333333332427e-02 0.000000000000000000e+00
8.166666666666666519e-02 0.000000000000000000e+00
8.499999999999999223e-02 0.000000000000000000e+00
8.833333333333331927e-02 0.000000000000000000e+00
9.166666666666666019e-02 0.000000000000000000e+00
9.499999999999998723e-02 0.000000000000000000e+00
9.833333333333331427e-02 0.000000000000000000e+00
1.016666666666666552e-01 0.000000000000000000e+00
1.049999999999999961e-01 0.000000000000000000e+00
1.083333333333333232e-01 0.000000000000000000e+00
1.116666666666666502e-01 0.000000000000000000e+00
1.149999999999999911e-01 0.000000000000000000e+00
1.183333333333333182e-01 0.000000000000000000e+00
1.216666666666666591e-01 5.772686946577839693e-305
1.249999999999999861e-01 4.906503795927931148e-289
1.283333333333332993e-01 1.536347871945264737e-273
1.316666666666666541e-01 1.772142323321686400e-258
1.350000000000000089e-01 7.529565894356897325e-244
1.383333333333333082e-01 1.178355747930459586e-229
1.416666666666666630e-01 6.791924294232170325e-216
1.449999999999999900e-01 1.441769099505627294e-202
1.483333333333333171e-01 1.127101933501444976e-189
1.516666666666666441e-01 3.244702461467132700e-177
1.549999999999999711e-01 3.439629720628641930e-165
1.583333333333333259e-01 1.342628270015721109e-153
1.616666666666666530e-01 1.929702813486972035e-142
1.649999999999999800e-01 1.021174406251214521e-131
1.683333333333333071e-01 1.989617163588750975e-121
1.716666666666666619e-01 1.427201762470771122e-111
1.749999999999999611e-01 3.769072467401889085e-102
1.783333333333333159e-01 3.664415383802469039e-93
1.816666666666666707e-01 1.311549545157911703e-84
1.849999999999999700e-01 1.728081277186610047e-76
1.883333333333333248e-01 8.381736051903976495e-69
1.916666666666666519e-01 1.496534724791726426e-61
1.949999999999999789e-01 9.835990418009490284e-55
1.983333333333333059e-01 2.379733255786741221e-48
2.016666666666666330e-01 2.119467583528572626e-42
2.049999999999999878e-01 6.949284487489766703e-37
2.083333333333333148e-01 8.389336661078724756e-32
2.116666666666666419e-01 3.730037623000812680e-27
2.149999999999999689e-01 6.111511702725567046e-23
2.183333333333333237e-01 3.694397277710617806e-19
2.216666666666666230e-01 8.259159032521329874e-16
2.249999999999999778e-01 6.862173271749433339e-13
2.283333333333333326e-01 2.140758833743211286e-10
2.316666666666666319e-01 2.561798817846379131e-08
2.349999999999999867e-01 1.228979801231803169e-06
2.383333333333332860e-01 2.579681351551229069e-05
2.416666666666666408e-01 2.788494973987520279e-04
2.449999999999999678e-01 1.997331087150860940e-03
2.483333333333332948e-01 1.156100624687284202e-02
2.516666666666666496e-01 5.299681601317031421e-02
2.549999999999999489e-01 1.798749636501898175e-01
2.583333333333333037e-01 4.595888844215083591e-01
2.616666666666666585e-01 9.434269150482734734e-01
2.649999999999999578e-01 1.620956890030463837e+00
2.683333333333333126e-01 2.367865478635742260e+00
2.716666666666666674e-01 2.993677728065003318e+00
2.749999999999999667e-01 3.342973711195401432e+00
2.783333333333333215e-01 3.385823870595185969e+00
2.816666666666666208e-01 3.194434924157082190e+00
2.849999999999999756e-01 2.874191361932991740e+00
2.883333333333333304e-01 2.513492024893939636e+00
2.916666666666666297e-01 2.166493674394716074e+00
2.949999999999999845e-01 1.859681933017641065e+00
2.983333333333333393e-01 1.601111035968091789e+00
3.016666666666666385e-01 1.402539295558137278e+00
3.049999999999999378e-01 1.260338643847411344e+00
3.083333333333332926e-01 1.141917402464105891e+00
3.116666666666666474e-01 1.050573116658454209e+00
3.149999999999999467e-01 9.932061026857993413e-01
3.183333333333333015e-01 9.541467607402775997e-01
3.216666666666666563e-01 9.289141650420331686e-01
3.249999999999999556e-01 9.133464333899506959e-01
3.283333333333332549e-01 9.028188292011235516e-01
3.316666666666666652e-01 8.973989296742019839e-01
3.349999999999999645e-01 8.972983407173299453e-01
3.383333333333332638e-01 8.950453199257317749e-01
3.416666666666666741e-01 8.881509240760541157e-01
3.449999999999999734e-01 8.901374288587620143e-01
3.483333333333332726e-01 8.989726977159162580e-01
3.516666666666666274e-01 9.022897999069973141e-01
3.549999999999999822e-01 9.039206519760293324e-01
3.583333333333332815e-01 9.073530236306792673e-01
3.616666666666666363e-01 9.112072010572445091e-01
3.649999999999999911e-01 9.150025989282388750e-01
3.683333333333332904e-01 9.203549689210003271e-01
3.716666666666666452e-01 9.209705044391254258e-01
3.749999999999999445e-01 9.189384735502830193e-01
3.783333333333332993e-01 9.245896833358078215e-01
3.816666666666666541e-01 9.353680397009568326e-01
3.849999999999999534e-01 9.406423260478978809e-01
3.883333333333333082e-01 9.414032579613653695e-01
3.916666666666666075e-01 9.465655660320562159e-01
3.949999999999999623e-01 9.563709569336498184e-01
3.983333333333332615e-01 9.665513412761594925e-01
4.016666666666666163e-01 9.698172823502303475e-01
4.049999999999999711e-01 9.681326100228513365e-01
4.083333333333332704e-01 9.728114428811083236e-01
4.116666666666666252e-01 9.784824168816169676e-01
4.149999999999999800e-01 9.794421606885700404e-01
4.183333333333332793e-01 9.844367788954005993e-01
4.216666666666665786e-01 9.927109476017892398e-01
4.249999999999999889e-01 9.980675824035664112e-01
4.283333333333332882e-01 9.982770015753892334e-01
4.316666666666665875e-01 9.925105399529674521e-01
4.349999999999999978e-01 9.901824170311921414e-01
4.383333333333332971e-01 9.980107614336904964e-01
4.416666666666665964e-01 1.005270349995540213e+00
4.449999999999999512e-01 1.006670698563893573e+00
4.483333333333333059e-01 1.010584032549721956e+00
4.516666666666666052e-01 1.020065915449214655e+00
4.549999999999999600e-01 1.029960749854912150e+00
4.583333333333333148e-01 1.031550159381528387e+00
4.616666666666666141e-01 1.023851562875082832e+00
4.649999999999999689e-01 1.015641499790226998e+00
4.683333333333332682e-01 1.014371387767098120e+00
4.716666666666666230e-01 1.020596484465781995e+00
4.749999999999999223e-01 1.024970726223118689e+00
4.783333333333332771e-01 1.019533206591049179e+00
4.816666666666666319e-01 1.012989791783104110e+00
4.849999999999999312e-01 1.011171786973512843e+00
4.883333333333332860e-01 1.011493482336082161e+00
4.916666666666665853e-01 1.012313575019577749e+00
4.949999999999999400e-01 1.014455007473584525e+00
4.983333333333332948e-01 1.016381643963488290e+00
5.016666666666665941e-01 1.015971057186029203e+00
5.050000000000000044e-01 1.015790660515873522e+00
5.083333333333331927e-01 1.014259000169275060e+00
5.116666666666666030e-01 1.010264786141660265e+00
5.150000000000000133e-01 1.008448654034003633e+00
5.183333333333332016e-01 1.006368291032830653e+00
5.216666666666666119e-01 1.004830246909457436e+00
5.250000000000000222e-01 1.006088311638452693e+00
5.283333333333332105e-01 1.007334939651869377e+00
5.316666666666666208e-01 1.006125765585904830e+00
5.350000000000000311e-01 1.000947536407655880e+00
5.383333333333332194e-01 9.930613539028155801e-01
5.416666666666666297e-01 9.882754945351637232e-01
